"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 09 15:05:35 GMT 2022","Fri Sep 09 15:05:39 GMT 2022","4104","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Fri Sep 09 15:05:30 GMT 2022","Fri Sep 09 15:05:35 GMT 2022","5073","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Fri Sep 09 15:05:00 GMT 2022","Fri Sep 09 15:05:03 GMT 2022","2887","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Fri Sep 09 15:05:06 GMT 2022","Fri Sep 09 15:05:09 GMT 2022","2222","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Fri Sep 09 15:04:49 GMT 2022","Fri Sep 09 15:04:56 GMT 2022","6831","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Fri Sep 09 15:05:09 GMT 2022","Fri Sep 09 15:05:12 GMT 2022","3286","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Fri Sep 09 15:06:04 GMT 2022","Fri Sep 09 15:06:06 GMT 2022","2371","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Fri Sep 09 15:04:56 GMT 2022","Fri Sep 09 15:05:00 GMT 2022","4399","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Fri Sep 09 15:05:52 GMT 2022","Fri Sep 09 15:06:04 GMT 2022","11736","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Fri Sep 09 15:05:03 GMT 2022","Fri Sep 09 15:05:06 GMT 2022","3604","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Fri Sep 09 15:04:22 GMT 2022","Fri Sep 09 15:04:35 GMT 2022","13045","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Fri Sep 09 15:05:12 GMT 2022","Fri Sep 09 15:05:14 GMT 2022","2356","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"skipped","Fri Sep 09 15:05:30 GMT 2022","Fri Sep 09 15:05:30 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Fri Sep 09 15:06:06 GMT 2022","Fri Sep 09 15:06:15 GMT 2022","8953","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Fri Sep 09 15:05:25 GMT 2022","Fri Sep 09 15:05:30 GMT 2022","4489","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
