"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 09 15:07:48 GMT 2022","Fri Sep 09 15:07:48 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Fri Sep 09 15:07:43 GMT 2022","Fri Sep 09 15:07:48 GMT 2022","4696","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Fri Sep 09 15:07:48 GMT 2022","Fri Sep 09 15:07:53 GMT 2022","5452","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Fri Sep 09 15:07:30 GMT 2022","Fri Sep 09 15:07:33 GMT 2022","3561","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Fri Sep 09 15:07:17 GMT 2022","Fri Sep 09 15:07:20 GMT 2022","2441","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Fri Sep 09 15:07:05 GMT 2022","Fri Sep 09 15:07:13 GMT 2022","7873","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Fri Sep 09 15:08:12 GMT 2022","Fri Sep 09 15:08:24 GMT 2022","12288","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Fri Sep 09 15:07:24 GMT 2022","Fri Sep 09 15:07:26 GMT 2022","2441","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Fri Sep 09 15:08:24 GMT 2022","Fri Sep 09 15:08:27 GMT 2022","2976","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Fri Sep 09 15:07:13 GMT 2022","Fri Sep 09 15:07:17 GMT 2022","4782","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Fri Sep 09 15:06:35 GMT 2022","Fri Sep 09 15:06:48 GMT 2022","13620","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Fri Sep 09 15:07:20 GMT 2022","Fri Sep 09 15:07:24 GMT 2022","4238","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Fri Sep 09 15:07:53 GMT 2022","Fri Sep 09 15:07:57 GMT 2022","4057","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Fri Sep 09 15:08:27 GMT 2022","Fri Sep 09 15:08:39 GMT 2022","12260","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Fri Sep 09 15:07:26 GMT 2022","Fri Sep 09 15:07:30 GMT 2022","3345","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
