"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jul 15 15:27:05 GMT 2022","Fri Jul 15 15:27:26 GMT 2022","20512","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Fri Jul 15 15:29:08 GMT 2022","Fri Jul 15 15:29:12 GMT 2022","3520","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Fri Jul 15 15:27:51 GMT 2022","Fri Jul 15 15:27:54 GMT 2022","3275","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"failed","Fri Jul 15 15:27:39 GMT 2022","Fri Jul 15 15:27:51 GMT 2022","11867","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Fri Jul 15 15:29:12 GMT 2022","Fri Jul 15 15:29:14 GMT 2022","2608","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Fri Jul 15 15:29:18 GMT 2022","Fri Jul 15 15:29:20 GMT 2022","2317","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Fri Jul 15 15:29:05 GMT 2022","Fri Jul 15 15:29:08 GMT 2022","3241","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Fri Jul 15 15:28:34 GMT 2022","Fri Jul 15 15:28:44 GMT 2022","10151","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"failed","Fri Jul 15 15:27:54 GMT 2022","Fri Jul 15 15:28:06 GMT 2022","12262","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"skipped","Fri Jul 15 15:29:08 GMT 2022","Fri Jul 15 15:29:08 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Fri Jul 15 15:28:44 GMT 2022","Fri Jul 15 15:28:47 GMT 2022","2221","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Fri Jul 15 15:28:06 GMT 2022","Fri Jul 15 15:28:09 GMT 2022","2413","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Fri Jul 15 15:28:47 GMT 2022","Fri Jul 15 15:28:56 GMT 2022","9191","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"failed","Fri Jul 15 15:28:09 GMT 2022","Fri Jul 15 15:28:20 GMT 2022","11312","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"failed","Fri Jul 15 15:27:26 GMT 2022","Fri Jul 15 15:27:39 GMT 2022","12715","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
