"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 09 15:09:22 GMT 2022","Fri Sep 09 15:09:25 GMT 2022","2989","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Fri Sep 09 15:10:04 GMT 2022","Fri Sep 09 15:10:14 GMT 2022","9968","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Fri Sep 09 15:09:27 GMT 2022","Fri Sep 09 15:09:30 GMT 2022","2692","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Fri Sep 09 15:09:15 GMT 2022","Fri Sep 09 15:09:19 GMT 2022","3730","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Fri Sep 09 15:09:09 GMT 2022","Fri Sep 09 15:09:15 GMT 2022","6008","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Fri Sep 09 15:10:16 GMT 2022","Fri Sep 09 15:10:24 GMT 2022","8180","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Fri Sep 09 15:09:25 GMT 2022","Fri Sep 09 15:09:27 GMT 2022","2191","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Fri Sep 09 15:08:49 GMT 2022","Fri Sep 09 15:08:59 GMT 2022","10785","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Fri Sep 09 15:09:48 GMT 2022","Fri Sep 09 15:09:52 GMT 2022","4063","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Fri Sep 09 15:09:43 GMT 2022","Fri Sep 09 15:09:48 GMT 2022","4291","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"skipped","Fri Sep 09 15:09:43 GMT 2022","Fri Sep 09 15:09:43 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Fri Sep 09 15:10:14 GMT 2022","Fri Sep 09 15:10:16 GMT 2022","2139","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Fri Sep 09 15:09:40 GMT 2022","Fri Sep 09 15:09:43 GMT 2022","3640","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Fri Sep 09 15:09:19 GMT 2022","Fri Sep 09 15:09:22 GMT 2022","2876","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Fri Sep 09 15:09:30 GMT 2022","Fri Sep 09 15:09:32 GMT 2022","1871","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
